experiment_id,instance,method,weekstart,horizon,tstep,driverfactor,rho-value,opt_gap,lambda,maxdriverhours,lambda2,varsettingiterations,strengthenredcosts,formulation,columnmemory,variablefixing_lb,variablefixing_ub,deletioniterationpct,deletionthreshold,cuttype,symmetrybreaking,mipfocus,
70,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
71,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
72,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
73,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
74,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
75,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
76,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
77,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
78,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
79,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
80,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
81,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
82,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
83,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
84,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
85,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
86,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
87,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
88,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
89,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
90,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
91,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
92,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
93,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
94,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
95,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
96,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
97,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,4,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
98,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,4,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
99,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,4,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
100,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,4,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
101,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,4,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
102,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,4,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
103,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,4,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
104,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,4,1,heterogeneous,1000,0.5,0.58,1,0.4,6,0,0,0
105,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
106,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
107,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
108,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
109,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
110,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
111,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
112,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0,0,0
113,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
114,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
115,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
116,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
117,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
118,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
119,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
120,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,1,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
121,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
122,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
123,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
124,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
125,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
126,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
127,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
128,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,2,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
129,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
130,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
131,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
132,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
133,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
134,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
135,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
136,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,3,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
137,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
138,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
139,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
140,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
141,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
142,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
143,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
144,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,4,0,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
145,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
146,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
147,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
148,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
149,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
150,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
151,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
152,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
153,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
154,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
155,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
156,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
157,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
158,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
159,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
160,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
161,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
162,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
163,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
164,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
165,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
166,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
167,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
168,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,-1,6,0,0,0
169,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
170,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
171,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
172,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
173,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
174,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
175,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
176,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,1,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
177,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
178,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
179,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
180,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
181,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
182,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
183,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
184,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,2,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
185,4,mag,2019-06-23,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
186,4,mag,2019-06-30,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
187,4,mag,2019-07-07,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
188,4,mag,2019-07-14,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
189,4,mag,2019-07-21,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
190,4,mag,2019-07-28,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
191,4,mag,2019-08-04,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
192,4,mag,2019-08-11,3,6,7.7,0,0.01,500,24,0.01,3,1,heterogeneous,1000,0.5,0.58,1,0.2,6,0,0,0
