ID,example,week,method,timehorizon,iteration,lowerbound,upperbound,path_count,arc_count
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,131,72538.34593905183,403484.70034885895,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,132,122573.7909013136,403392.39740196936,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,133,122823.39891220239,403364.3532142608,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,134,112741.58111299947,403167.7504116619,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,135,116291.0096113219,403135.2388908733,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,136,127546.9385526125,403098.27279866475,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,137,111815.26786906389,402986.15789019514,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,138,137659.48016517144,402835.8081637642,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,139,123541.9062310321,402392.5605829053,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,140,188484.83321610143,402249.1946560317,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,141,182061.0233662733,402155.8053290708,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,142,151954.17044252553,402101.1976582492,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,143,142530.53911047566,402012.4490297707,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,144,143139.42201909985,401718.88276778714,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,145,184446.24797769205,401703.86083598563,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,146,212889.07867863803,401673.88397895935,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,147,192653.65971470345,401636.0240938661,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,148,207525.8200630392,401565.39841839613,0,0
ex4_exp58_cg_rundate2026-03-29,4,2019-06-30T08:00:00.0,cg,96,149,214960.04158478853,401560.0742894895,0,0
