ID,example,week,method,timehorizon,iteration,lowerbound,upperbound,path_count,arc_count
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,42,320698.95093966665,321206.7883946326,49931,19444
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,43,320848.6873279091,321188.0628572731,51636,19471
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,44,320332.34288061055,321188.009248718,52898,19491
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,45,320982.62198757316,321188.0092487185,53430,19515
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,46,321009.94578968396,321181.89192804345,53763,19526
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,47,321024.355668429,321180.67044397164,54651,19537
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,48,321038.6077069261,321180.67044397135,54976,19551
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,49,321051.87916529924,321179.08844519715,55179,19562
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,50,321063.1376020856,321176.86920194543,57770,19580
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,51,321072.98610555107,321175.56649000355,59092,19589
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,52,321097.9935008861,321175.5423307249,59437,19607
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,53,321110.1217047823,321175.54233072523,59452,19613
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,54,320314.8110795897,321173.768158243,59454,19618
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,55,320921.87573476194,321173.7681582428,60013,19634
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,56,320674.37676837173,321173.5041736414,60927,19653
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,57,321093.0419578691,321173.5041736415,61221,19672
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,58,321121.16032045503,321173.5041736416,61365,19679
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,59,321129.58500288246,321173.5041736413,62238,19683
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,60,321076.6841275409,321173.50417364144,62289,19687
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,61,321154.28297536745,321173.5041736412,62335,19694
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,62,321161.6916670091,321173.50417364115,62401,19696
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,63,321163.55795120914,321173.50417364115,62416,19698
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,64,321164.5071172291,321173.50417364115,62494,19699
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,65,321165.8445667035,321173.50417364127,62509,19700
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,66,321159.79476658284,321173.5041736415,62551,19703
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,67,321168.11064855347,321173.5041736417,62566,19706
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,68,321169.11699127103,321173.50417364173,62568,19707
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,69,321172.2727009649,321173.5041736417,62589,19708
ex4_exp5_mag_rundate2026-04-29,4,2019-07-21T08:00:00.0,mag,72,70,321173.5041736415,321173.5041736415,62601,19709
