ID,example,method,originloc,destloc,arctime_rdd,arctime_raw,arcdist,totaltrips,ordertrips,emptytrips,taxitrips
ex4_bns_rundate2022-03-24,4,bns,35,22,24,21.48926583,397.3191564,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,14,13,66,60.34616,75.06765283,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,30,13,18,12.5,529.3894456,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,63,52,36,31.20914111,450.6274634,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,16,20,12,9.186221462,275.7203353,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,31,32,18,14.93580361,205.4894601,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,10,17,18,16.41826296,285.4546348,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,30,23,18,13.76540261,275.3282871,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,36,23,24,19.79042,419.4163285,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,25,11,18,13.97332324,409.269677,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,56,62,18,13.79328598,243.5951476,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,57,48,24,21.39030722,166.5658328,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,21,9,24,20.86430251,390.5776238,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,9,10,12,9.926109582,163.0746803,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,62,57,24,18.47220833,435.342764,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,9,3,72,68.49446631,225.1607715,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,16,10,12,7.49482566,249.8648853,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,11,19,12,6.730095422,220.2853851,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,19,30,18,12.87256586,364.9446757,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,33,20,30,24.16277917,473.1234682,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,26,28,24,22.29939278,384.1052127,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,23,36,24,20.2758468,419.4163285,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,31,23,18,15.48,327.8589883,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,21,23,12,8.452012028,222.2745287,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,48,59,24,23.59832028,245.2285457,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,17,11,12,8.719465501,181.9773179,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,55,62,12,11.51726875,229.058968,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,13,20,66,65.39982139,132.3972031,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,21,31,24,19.96182667,364.587658,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,52,41,12,10.77323338,276.1446515,0,0,0,0
ex4_bns_rundate2022-03-24,4,bns,6,2,24,22.82742056,143.5328216,0,0,0,0
