varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,78,9,25,17,84.0,96.0,0.0
y,78,11,25,17,96.0,108.0,0.0
y,78,13,25,17,108.0,120.0,0.0
y,78,15,25,17,120.0,132.0,0.0
y,78,17,25,17,132.0,144.0,0.0
y,78,29,25,30,78.0,84.0,0.0
y,78,30,25,30,84.0,90.0,0.0
y,78,31,25,30,90.0,96.0,0.0
y,78,32,25,30,96.0,102.0,0.0
y,78,33,25,30,102.0,108.0,0.0
y,78,34,25,30,108.0,114.0,0.0
y,78,35,25,30,114.0,120.0,0.0
y,78,36,25,30,120.0,126.0,0.0
y,78,37,25,30,126.0,132.0,0.0
y,78,38,25,30,132.0,138.0,0.0
y,78,39,25,30,138.0,144.0,0.0
y,78,40,25,30,144.0,150.0,0.0
y,78,51,25,19,78.0,84.0,1.0
y,78,52,25,19,84.0,90.0,0.0
y,78,53,25,19,90.0,96.0,1.0
y,78,54,25,19,96.0,102.0,1.0
y,78,55,25,19,102.0,108.0,0.0
y,78,56,25,19,108.0,114.0,0.0
y,78,57,25,19,114.0,120.0,2.0
y,78,58,25,19,120.0,126.0,0.0
y,78,59,25,19,126.0,132.0,0.0
y,78,60,25,19,132.0,138.0,0.0
y,78,61,25,19,138.0,144.0,0.0
y,78,62,25,19,144.0,150.0,0.0
y,78,63,3,5,78.0,84.0,0.0
y,78,64,3,5,84.0,90.0,0.0
y,78,65,3,5,90.0,96.0,0.0
y,78,66,3,5,96.0,102.0,0.0
y,78,67,3,5,102.0,108.0,0.0
y,78,68,3,5,108.0,114.0,0.0
y,78,69,3,5,114.0,120.0,0.0
y,78,70,3,5,120.0,126.0,0.0
y,78,71,3,5,126.0,132.0,0.0
y,78,72,3,5,132.0,138.0,0.0
y,78,73,3,5,138.0,144.0,0.0
y,78,74,3,5,144.0,150.0,0.0
y,78,76,55,60,84.0,96.0,0.0
y,78,78,55,60,96.0,108.0,0.0
y,78,80,55,60,108.0,120.0,0.0
y,78,82,55,60,120.0,132.0,0.0
y,78,84,55,60,132.0,144.0,0.0
y,78,93,55,54,84.0,96.0,0.0
y,78,95,55,54,96.0,108.0,0.0
y,78,97,55,54,108.0,120.0,0.0
y,78,99,55,54,120.0,132.0,0.0
y,78,101,55,54,132.0,144.0,0.0
y,78,104,55,50,84.0,96.0,0.0
y,78,106,55,50,96.0,108.0,0.0
y,78,108,55,50,108.0,120.0,0.0
y,78,110,55,50,120.0,132.0,0.0
y,78,112,55,50,132.0,144.0,0.0
y,78,128,56,60,78.0,84.0,0.0
y,78,129,56,60,84.0,90.0,1.0
y,78,130,56,60,90.0,96.0,0.0
y,78,131,56,60,96.0,102.0,0.0
y,78,132,56,60,102.0,108.0,0.0
y,78,133,56,60,108.0,114.0,0.0
y,78,134,56,60,114.0,120.0,0.0
y,78,135,56,60,120.0,126.0,0.0
y,78,136,56,60,126.0,132.0,0.0
y,78,137,56,60,132.0,138.0,0.0
y,78,138,56,60,138.0,144.0,0.0
y,78,139,56,60,144.0,150.0,0.0
y,78,140,14,20,78.0,84.0,0.0
y,78,141,14,20,84.0,90.0,0.0
y,78,142,14,20,90.0,96.0,0.0
y,78,153,56,45,84.0,96.0,0.0
y,78,155,56,45,96.0,108.0,0.0
y,78,157,56,45,108.0,120.0,0.0
y,78,159,56,45,120.0,132.0,0.0
y,78,161,56,45,132.0,144.0,0.0
y,78,163,55,56,78.0,84.0,0.0
y,78,164,55,56,84.0,90.0,0.0
y,78,165,55,56,90.0,96.0,0.0
y,78,166,55,56,96.0,102.0,0.0
y,78,167,55,56,102.0,108.0,0.0
y,78,168,55,56,108.0,114.0,0.0
y,78,169,55,56,114.0,120.0,0.0
y,78,170,55,56,120.0,126.0,0.0
y,78,171,55,56,126.0,132.0,0.0
y,78,172,55,56,132.0,138.0,0.0
y,78,173,55,56,138.0,144.0,0.0
y,78,174,55,56,144.0,150.0,0.0
y,78,176,64,55,84.0,96.0,0.0
y,78,178,64,55,96.0,108.0,0.0
y,78,180,64,55,108.0,120.0,0.0
y,78,182,64,55,120.0,132.0,0.0
y,78,184,64,55,132.0,144.0,0.0
y,78,198,64,60,84.0,96.0,0.0
y,78,200,64,60,96.0,108.0,0.0
y,78,202,64,60,108.0,120.0,0.0
y,78,204,64,60,120.0,132.0,0.0
y,78,206,64,60,132.0,144.0,0.0
y,78,230,64,53,84.0,96.0,0.0
y,78,232,64,53,96.0,108.0,0.0
y,78,234,64,53,108.0,120.0,0.0
y,78,236,64,53,120.0,132.0,0.0
y,78,238,64,53,132.0,144.0,0.0
y,78,240,40,39,78.0,84.0,0.0
y,78,241,40,39,84.0,90.0,0.0
y,78,242,40,39,90.0,96.0,0.0
y,78,243,40,39,96.0,102.0,0.0
y,78,244,40,39,102.0,108.0,0.0
y,78,245,40,39,108.0,114.0,0.0
y,78,246,40,39,114.0,120.0,0.0
y,78,247,40,39,120.0,126.0,0.0
y,78,248,40,39,126.0,132.0,1.0
y,78,249,40,39,132.0,138.0,0.0
y,78,250,40,39,138.0,144.0,0.0
y,78,251,40,39,144.0,150.0,0.0
y,78,262,40,43,78.0,84.0,0.0
y,78,263,40,43,84.0,90.0,0.0
y,78,264,40,43,90.0,96.0,0.0
y,78,265,40,43,96.0,102.0,0.0
y,78,266,40,43,102.0,108.0,0.0
y,78,267,40,43,108.0,114.0,0.0
y,78,268,40,43,114.0,120.0,0.0
y,78,269,40,43,120.0,126.0,0.0
y,78,270,40,43,126.0,132.0,0.0
y,78,271,40,43,132.0,138.0,0.0
y,78,272,40,43,138.0,144.0,0.0
y,78,273,40,43,144.0,150.0,0.0
y,78,275,40,35,84.0,96.0,0.0
y,78,277,40,35,96.0,108.0,0.0
y,78,279,40,35,108.0,120.0,0.0
y,78,281,40,35,120.0,132.0,0.0
y,78,283,40,35,132.0,144.0,0.0
y,78,296,49,51,84.0,96.0,1.0
y,78,298,49,51,96.0,108.0,0.0
y,78,300,49,51,108.0,120.0,0.0
y,78,302,49,51,120.0,132.0,1.0
y,78,304,49,51,132.0,144.0,0.0
y,78,323,49,48,78.0,84.0,0.0
y,78,324,49,48,84.0,90.0,0.0
y,78,325,49,48,90.0,96.0,0.0
y,78,326,49,48,96.0,102.0,0.0
y,78,327,49,48,102.0,108.0,0.0
y,78,328,49,48,108.0,114.0,0.0
y,78,329,49,48,114.0,120.0,0.0
y,78,330,49,48,120.0,126.0,0.0
y,78,331,49,48,126.0,132.0,0.0
y,78,332,49,48,132.0,138.0,0.0
y,78,333,49,48,138.0,144.0,0.0
y,78,334,49,48,144.0,150.0,0.0
y,78,336,27,29,84.0,96.0,0.0
y,78,338,27,29,96.0,108.0,0.0
y,78,340,27,29,108.0,120.0,0.0
y,78,342,27,29,120.0,132.0,0.0
y,78,344,27,29,132.0,144.0,0.0
y,78,347,27,31,84.0,96.0,0.0
y,78,349,27,31,96.0,108.0,0.0
y,78,351,27,31,108.0,120.0,0.0
y,78,353,27,31,120.0,132.0,0.0
y,78,355,27,31,132.0,144.0,0.0
y,78,358,27,28,84.0,96.0,0.0
y,78,360,27,28,96.0,108.0,0.0
y,78,362,27,28,108.0,120.0,0.0
y,78,364,27,28,120.0,132.0,0.0
y,78,366,27,28,132.0,144.0,0.0
y,78,379,27,23,84.0,96.0,0.0
y,78,381,27,23,96.0,108.0,0.0
y,78,383,27,23,108.0,120.0,0.0
y,78,385,27,23,120.0,132.0,0.0
y,78,387,27,23,132.0,144.0,1.0
y,78,400,27,21,84.0,96.0,0.0
y,78,402,27,21,96.0,108.0,0.0
y,78,404,27,21,108.0,120.0,0.0
y,78,406,27,21,120.0,132.0,0.0
y,78,408,27,21,132.0,144.0,0.0
y,78,434,6,5,78.0,84.0,0.0
y,78,435,6,5,84.0,90.0,0.0
y,78,436,6,5,90.0,96.0,1.0
y,78,437,6,5,96.0,102.0,0.0
y,78,438,6,5,102.0,108.0,0.0
y,78,439,6,5,108.0,114.0,0.0
y,78,440,6,5,114.0,120.0,0.0
y,78,441,6,5,120.0,126.0,0.0
y,78,442,6,5,126.0,132.0,0.0
y,78,443,6,5,132.0,138.0,0.0
y,78,444,6,5,138.0,144.0,0.0
y,78,445,6,5,144.0,150.0,0.0
y,78,446,6,3,78.0,84.0,0.0
y,78,447,6,3,84.0,90.0,0.0
y,78,448,6,3,90.0,96.0,0.0
y,78,449,6,3,96.0,102.0,0.0
y,78,450,6,3,102.0,108.0,1.0000000000001061
y,78,451,6,3,108.0,114.0,0.0
y,78,452,6,3,114.0,120.0,0.0
y,78,453,6,3,120.0,126.0,0.0
y,78,454,6,3,126.0,132.0,0.0
y,78,455,6,3,132.0,138.0,0.0
y,78,456,6,3,138.0,144.0,0.0
y,78,457,6,3,144.0,150.0,0.0
y,78,459,6,9,84.0,96.0,0.0
y,78,461,6,9,96.0,108.0,0.0
y,78,463,6,9,108.0,120.0,0.0
y,78,465,6,9,120.0,132.0,0.0
y,78,467,6,9,132.0,144.0,0.0
y,78,469,6,10,78.0,84.0,0.0
y,78,470,6,10,84.0,90.0,0.0
y,78,471,6,10,90.0,96.0,0.0
y,78,472,6,10,96.0,102.0,0.0
y,78,473,6,10,102.0,108.0,0.0
y,78,474,6,10,108.0,114.0,0.0
y,78,475,6,10,114.0,120.0,0.0
y,78,476,6,10,120.0,126.0,0.0
y,78,477,6,10,126.0,132.0,0.0
y,78,478,6,10,132.0,138.0,0.0
y,78,479,6,10,138.0,144.0,0.0
y,78,480,6,10,144.0,150.0,0.0
y,78,491,6,11,84.0,96.0,0.0
y,78,493,6,11,96.0,108.0,0.0
y,78,495,6,11,108.0,120.0,0.0
y,78,497,6,11,120.0,132.0,0.0
y,78,499,6,11,132.0,144.0,0.0
y,78,502,6,1,84.0,96.0,0.0
y,78,504,6,1,96.0,108.0,0.0
y,78,506,6,1,108.0,120.0,0.0
y,78,508,6,1,120.0,132.0,1.0
y,78,510,6,1,132.0,144.0,0.0
y,78,513,33,42,84.0,96.0,0.0
y,78,515,33,42,96.0,108.0,0.0
y,78,517,33,42,108.0,120.0,0.0
y,78,519,33,42,120.0,132.0,0.0
y,78,521,33,42,132.0,144.0,0.0
y,78,549,33,24,84.0,96.0,1.0
y,78,551,33,24,96.0,108.0,1.0
y,78,553,33,24,108.0,120.0,0.0
y,78,555,33,24,120.0,132.0,0.0
y,78,557,33,24,132.0,144.0,0.0
y,78,559,39,40,78.0,84.0,0.0
y,78,560,39,40,84.0,90.0,0.0
y,78,561,39,40,90.0,96.0,0.0
y,78,562,39,40,96.0,102.0,0.0
y,78,563,39,40,102.0,108.0,0.0
y,78,564,39,40,108.0,114.0,0.0
y,78,565,39,40,114.0,120.0,0.0
y,78,566,39,40,120.0,126.0,0.0
y,78,567,39,40,126.0,132.0,0.0
y,78,568,39,40,132.0,138.0,0.0
y,78,569,39,40,138.0,144.0,0.0
y,78,570,39,40,144.0,150.0,0.0
y,78,572,39,31,84.0,96.0,0.0
y,78,583,39,36,84.0,96.0,0.0
y,78,585,39,36,96.0,108.0,0.0
y,78,587,39,36,108.0,120.0,0.0
y,78,589,39,36,120.0,132.0,0.0
y,78,591,39,36,132.0,144.0,0.0
y,78,594,39,43,84.0,96.0,0.0
y,78,596,39,43,96.0,108.0,0.0
y,78,598,39,43,108.0,120.0,0.0
y,78,600,39,43,120.0,132.0,0.0
y,78,602,39,43,132.0,144.0,0.0
y,78,604,39,35,78.0,84.0,0.0
y,78,605,39,35,84.0,90.0,0.0
y,78,606,39,35,90.0,96.0,0.0
y,78,607,39,35,96.0,102.0,0.0
y,78,608,39,35,102.0,108.0,0.0
y,78,609,39,35,108.0,114.0,0.0
y,78,610,39,35,114.0,120.0,0.0
y,78,611,39,35,120.0,126.0,0.0
y,78,612,39,35,126.0,132.0,0.0
y,78,613,39,35,132.0,138.0,0.0
y,78,614,39,35,138.0,144.0,0.0
y,78,615,39,35,144.0,150.0,0.0
y,78,617,39,32,84.0,96.0,0.0
y,78,619,39,32,96.0,108.0,0.0
y,78,621,39,32,108.0,120.0,0.0
y,78,623,39,32,120.0,132.0,0.0
y,78,625,39,32,132.0,144.0,0.0
y,78,628,15,9,84.0,96.0,0.0
y,78,630,15,9,96.0,108.0,0.0
y,78,632,15,9,108.0,120.0,0.0
y,78,634,15,9,120.0,132.0,0.0
y,78,636,15,9,132.0,144.0,0.0
y,78,638,15,12,78.0,84.0,0.0
y,78,639,15,12,84.0,90.0,0.0
y,78,640,15,12,90.0,96.0,0.0
y,78,641,15,12,96.0,102.0,0.0
y,78,642,15,12,102.0,108.0,0.0
y,78,643,15,12,108.0,114.0,0.0
y,78,644,15,12,114.0,120.0,0.0
y,78,645,15,12,120.0,126.0,0.0
y,78,646,15,12,126.0,132.0,0.0
y,78,647,15,12,132.0,138.0,0.0
y,78,648,15,12,138.0,144.0,0.0
y,78,649,15,12,144.0,150.0,0.0
y,78,657,15,26,84.0,96.0,0.0
y,78,659,15,26,96.0,108.0,0.0
y,78,661,15,26,108.0,120.0,0.0
y,78,663,15,26,120.0,132.0,0.0
y,78,665,15,26,132.0,144.0,0.0
y,78,677,15,22,78.0,84.0,0.0
y,78,678,15,22,84.0,90.0,0.0
y,78,679,15,22,90.0,96.0,0.0
y,78,680,15,22,96.0,102.0,0.0
y,78,681,15,22,102.0,108.0,0.0
y,78,682,15,22,108.0,114.0,0.0
y,78,683,15,22,114.0,120.0,0.0
y,78,684,15,22,120.0,126.0,0.0
y,78,685,15,22,126.0,132.0,0.0
y,78,686,15,22,132.0,138.0,0.0
y,78,687,15,22,138.0,144.0,0.0
y,78,688,15,22,144.0,150.0,0.0
y,78,690,42,33,84.0,96.0,0.0
y,78,692,42,33,96.0,108.0,0.0
y,78,694,42,33,108.0,120.0,0.0
y,78,696,42,33,120.0,132.0,0.0
y,78,698,42,33,132.0,144.0,0.0
y,78,701,42,52,84.0,96.0,0.0
y,78,703,42,52,96.0,108.0,0.0
y,78,705,42,52,108.0,120.0,0.0
y,78,707,42,52,120.0,132.0,0.0
y,78,709,42,52,132.0,144.0,0.0
y,78,712,42,46,84.0,96.0,0.0
y,78,714,42,46,96.0,108.0,0.0
y,78,716,42,46,108.0,120.0,0.0
y,78,718,42,46,120.0,132.0,0.0
y,78,720,42,46,132.0,144.0,0.0
y,78,723,42,41,84.0,96.0,0.0
y,78,725,42,41,96.0,108.0,0.9999999999999996
y,78,727,42,41,108.0,120.0,1.0000000000000004
y,78,729,42,41,120.0,132.0,1.0
y,78,731,42,41,132.0,144.0,0.0
y,78,744,47,60,84.0,96.0,0.0
y,78,746,47,60,96.0,108.0,0.0
y,78,748,47,60,108.0,120.0,0.0
y,78,750,47,60,120.0,132.0,0.0
y,78,752,47,60,132.0,144.0,0.0
y,78,754,47,54,78.0,84.0,0.0
y,78,755,47,54,84.0,90.0,0.0
y,78,756,47,54,90.0,96.0,0.0
y,78,757,47,54,96.0,102.0,0.0
y,78,758,47,54,102.0,108.0,0.0
y,78,759,47,54,108.0,114.0,0.0
y,78,760,47,54,114.0,120.0,0.0
y,78,761,47,54,120.0,126.0,0.0
y,78,762,47,54,126.0,132.0,0.0
y,78,763,47,54,132.0,138.0,0.0
y,78,764,47,54,138.0,144.0,0.0
y,78,765,47,54,144.0,150.0,0.0
y,78,766,47,43,78.0,84.0,0.0
y,78,767,47,43,84.0,90.0,0.0
y,78,768,47,43,90.0,96.0,0.0
y,78,769,47,43,96.0,102.0,0.0
y,78,770,47,43,102.0,108.0,0.0
y,78,771,47,43,108.0,114.0,0.0
y,78,772,47,43,114.0,120.0,0.0
y,78,773,47,43,120.0,126.0,0.0
y,78,774,47,43,126.0,132.0,0.0
y,78,775,47,43,132.0,138.0,0.0
y,78,776,47,43,138.0,144.0,0.0
y,78,777,47,43,144.0,150.0,0.0
y,78,795,65,63,84.0,96.0,0.0
y,78,797,65,63,96.0,108.0,0.0
y,78,799,65,63,108.0,120.0,0.0
y,78,801,65,63,120.0,132.0,0.0
y,78,803,65,63,132.0,144.0,0.0
y,78,805,5,6,78.0,84.0,0.0
y,78,806,5,6,84.0,90.0,0.0
y,78,807,5,6,90.0,96.0,0.0
y,78,808,5,6,96.0,102.0,0.0
y,78,809,5,6,102.0,108.0,0.0
y,78,810,5,6,108.0,114.0,0.0
y,78,811,5,6,114.0,120.0,0.0
y,78,812,5,6,120.0,126.0,0.0
y,78,813,5,6,126.0,132.0,0.0
y,78,814,5,6,132.0,138.0,0.0
y,78,815,5,6,138.0,144.0,0.0
y,78,816,5,6,144.0,150.0,0.0
y,78,817,5,3,78.0,84.0,1.0
y,78,818,5,3,84.0,90.0,0.0
y,78,819,5,3,90.0,96.0,0.0
y,78,820,5,3,96.0,102.0,0.0
y,78,821,5,3,102.0,108.0,0.0
y,78,822,5,3,108.0,114.0,0.0
y,78,823,5,3,114.0,120.0,0.0
y,78,824,5,3,120.0,126.0,0.0
y,78,825,5,3,126.0,132.0,1.0
y,78,826,5,3,132.0,138.0,0.0
y,78,827,5,3,138.0,144.0,0.0
y,78,828,5,3,144.0,150.0,0.0
y,78,829,5,9,78.0,84.0,0.0
y,78,830,5,9,84.0,90.0,0.0
y,78,831,5,9,90.0,96.0,0.0
y,78,832,5,9,96.0,102.0,0.0
y,78,833,5,9,102.0,108.0,0.0
y,78,834,5,9,108.0,114.0,0.0
y,78,835,5,9,114.0,120.0,0.0
y,78,836,5,9,120.0,126.0,0.0
y,78,837,5,9,126.0,132.0,0.0
y,78,838,5,9,132.0,138.0,0.0
y,78,839,5,9,138.0,144.0,0.0
y,78,840,5,9,144.0,150.0,0.0
y,78,842,5,10,84.0,96.0,0.0
y,78,844,5,10,96.0,108.0,0.0
y,78,846,5,10,108.0,120.0,0.0
y,78,848,5,10,120.0,132.0,0.0
y,78,850,5,10,132.0,144.0,0.0
y,78,853,5,2,84.0,96.0,0.0
y,78,855,5,2,96.0,108.0,0.0
y,78,857,5,2,108.0,120.0,0.0
y,78,859,5,2,120.0,132.0,0.0
y,78,861,5,2,132.0,144.0,0.0
y,78,864,5,4,84.0,96.0,0.0
y,78,866,5,4,96.0,108.0,0.0
y,78,868,5,4,108.0,120.0,0.0
y,78,870,5,4,120.0,132.0,0.0
y,78,872,5,4,132.0,144.0,0.0
y,78,875,5,1,84.0,96.0,0.0
y,78,877,5,1,96.0,108.0,0.0
y,78,879,5,1,108.0,120.0,0.0
y,78,881,5,1,120.0,132.0,0.0
y,78,883,5,1,132.0,144.0,0.0
y,78,885,3,6,78.0,84.0,0.0
y,78,886,3,6,84.0,90.0,0.0
y,78,887,3,6,90.0,96.0,0.0
y,78,888,3,6,96.0,102.0,0.0
y,78,889,3,6,102.0,108.0,0.0
y,78,890,3,6,108.0,114.0,0.0
y,78,891,3,6,114.0,120.0,0.0
y,78,892,3,6,120.0,126.0,0.0
y,78,893,3,6,126.0,132.0,0.0
y,78,894,3,6,132.0,138.0,0.0
y,78,895,3,6,138.0,144.0,0.0
y,78,896,3,6,144.0,150.0,0.0
y,78,897,16,17,78.0,84.0,0.0
y,78,898,16,17,84.0,90.0,0.0
y,78,899,16,17,90.0,96.0,0.0
y,78,900,16,17,96.0,102.0,0.0
y,78,901,16,17,102.0,108.0,0.0
y,78,902,16,17,108.0,114.0,0.0
y,78,903,16,17,114.0,120.0,0.0
y,78,904,16,17,120.0,126.0,0.0
y,78,905,16,17,126.0,132.0,0.0
y,78,906,16,17,132.0,138.0,0.0
y,78,907,16,17,138.0,144.0,0.0
y,78,908,16,17,144.0,150.0,0.0
y,78,910,3,9,84.0,96.0,0.0
y,78,912,3,9,96.0,108.0,0.0
y,78,914,3,9,108.0,120.0,0.0
y,78,916,3,9,120.0,132.0,0.0
y,78,918,3,9,132.0,144.0,0.0
y,78,931,3,10,84.0,96.0,0.0
y,78,933,3,10,96.0,108.0,0.0
y,78,935,3,10,108.0,120.0,0.0
y,78,937,3,10,120.0,132.0,0.0
y,78,939,3,10,132.0,144.0,0.0
y,78,941,3,2,78.0,84.0,0.0
y,78,942,3,2,84.0,90.0,0.0
y,78,943,3,2,90.0,96.0,0.0
y,78,944,3,2,96.0,102.0,0.0
y,78,945,3,2,102.0,108.0,0.0
y,78,946,3,2,108.0,114.0,0.0
y,78,947,3,2,114.0,120.0,0.0
y,78,948,3,2,120.0,126.0,0.0
y,78,949,3,2,126.0,132.0,0.0
y,78,950,3,2,132.0,138.0,0.0
y,78,951,3,2,138.0,144.0,0.0
y,78,952,3,2,144.0,150.0,0.0
y,78,953,3,4,78.0,84.0,0.0
y,78,954,3,4,84.0,90.0,0.0
y,78,955,3,4,90.0,96.0,0.0
y,78,956,3,4,96.0,102.0,0.0
y,78,957,3,4,102.0,108.0,0.0
y,78,958,3,4,108.0,114.0,0.0
y,78,959,3,4,114.0,120.0,0.0
y,78,960,3,4,120.0,126.0,0.0
y,78,961,3,4,126.0,132.0,0.0
y,78,962,3,4,132.0,138.0,0.0
y,78,963,3,4,138.0,144.0,0.0
y,78,964,3,4,144.0,150.0,0.0
y,78,965,3,1,78.0,84.0,0.0
y,78,966,3,1,84.0,90.0,1.0
y,78,967,3,1,90.0,96.0,0.0
y,78,968,3,1,96.0,102.0,1.0
y,78,969,3,1,102.0,108.0,0.0
y,78,970,3,1,108.0,114.0,0.0
y,78,971,3,1,114.0,120.0,0.0
y,78,972,3,1,120.0,126.0,0.0
y,78,973,3,1,126.0,132.0,0.0
y,78,974,3,1,132.0,138.0,0.0
y,78,975,3,1,138.0,144.0,0.0
y,78,976,3,1,144.0,150.0,0.0
y,78,978,29,27,84.0,96.0,0.0
y,78,980,29,27,96.0,108.0,0.0
y,78,982,29,27,108.0,120.0,0.0
y,78,984,29,27,120.0,132.0,0.0
y,78,986,29,27,132.0,144.0,0.0
y,78,998,29,31,84.0,96.0,0.0
y,78,1000,29,31,96.0,108.0,0.0
y,78,1002,29,31,108.0,120.0,0.0
y,78,1004,29,31,120.0,132.0,0.0
y,78,1006,29,31,132.0,144.0,0.0
y,78,1027,29,26,78.0,84.0,0.0
y,78,1028,29,26,84.0,90.0,1.0
y,78,1029,29,26,90.0,96.0,0.0
y,78,1030,29,26,96.0,102.0,0.0
y,78,1031,29,26,102.0,108.0,0.0
y,78,1032,29,26,108.0,114.0,0.0
y,78,1033,29,26,114.0,120.0,0.0
y,78,1034,29,26,120.0,126.0,0.0
y,78,1035,29,26,126.0,132.0,0.0
y,78,1036,29,26,132.0,138.0,0.0
y,78,1037,29,26,138.0,144.0,0.0
y,78,1038,29,26,144.0,150.0,0.0
y,78,1050,29,22,84.0,96.0,0.0
y,78,1052,29,22,96.0,108.0,0.0
y,78,1054,29,22,108.0,120.0,0.0
y,78,1056,29,22,120.0,132.0,0.0
y,78,1058,29,22,132.0,144.0,0.0
y,78,1061,29,35,84.0,96.0,0.0
y,78,1063,29,35,96.0,108.0,0.0
y,78,1065,29,35,108.0,120.0,0.0
y,78,1067,29,35,120.0,132.0,0.0
y,78,1069,29,35,132.0,144.0,0.0
y,78,1071,29,32,78.0,84.0,0.0
y,78,1072,29,32,84.0,90.0,0.0
y,78,1073,29,32,90.0,96.0,0.0
y,78,1074,29,32,96.0,102.0,0.0
y,78,1075,29,32,102.0,108.0,0.0
y,78,1076,29,32,108.0,114.0,0.0
y,78,1077,29,32,114.0,120.0,0.0
y,78,1078,29,32,120.0,126.0,0.0
y,78,1079,29,32,126.0,132.0,0.0
y,78,1080,29,32,132.0,138.0,0.0
y,78,1081,29,32,138.0,144.0,0.0
y,78,1082,29,32,144.0,150.0,0.0
y,78,1092,58,52,84.0,96.0,0.0
y,78,1094,58,52,96.0,108.0,0.0
y,78,1096,58,52,108.0,120.0,0.0
y,78,1098,58,52,120.0,132.0,0.0
y,78,1100,58,52,132.0,144.0,0.0
y,78,1112,52,42,84.0,96.0,0.0
y,78,1114,52,42,96.0,108.0,0.0
y,78,1116,52,42,108.0,120.0,0.0
y,78,1118,52,42,120.0,132.0,0.0
y,78,1120,52,42,132.0,144.0,0.0
y,78,1123,52,58,84.0,96.0,0.0
y,78,1125,52,58,96.0,108.0,0.0
y,78,1127,52,58,108.0,120.0,0.0
y,78,1129,52,58,120.0,132.0,0.0
y,78,1131,52,58,132.0,144.0,0.0
y,78,1134,52,51,84.0,96.0,0.0
y,78,1145,52,46,84.0,96.0,0.0
y,78,1147,52,46,96.0,108.0,0.0
y,78,1149,52,46,108.0,120.0,0.0
y,78,1151,52,46,120.0,132.0,0.0
y,78,1153,52,46,132.0,144.0,0.0
y,78,1174,44,47,78.0,84.0,0.0
y,78,1175,44,47,84.0,90.0,0.0
y,78,1176,44,47,90.0,96.0,0.0
y,78,1177,44,47,96.0,102.0,0.0
y,78,1178,44,47,102.0,108.0,0.0
y,78,1179,44,47,108.0,114.0,0.0
y,78,1180,44,47,114.0,120.0,0.0
y,78,1181,44,47,120.0,126.0,0.0
y,78,1182,44,47,126.0,132.0,0.0
y,78,1183,44,47,132.0,138.0,0.0
y,78,1184,44,47,138.0,144.0,0.0
y,78,1185,44,47,144.0,150.0,0.0
y,78,1197,44,36,84.0,96.0,0.0
y,78,1199,44,36,96.0,108.0,0.0
y,78,1201,44,36,108.0,120.0,0.0
y,78,1203,44,36,120.0,132.0,0.0
y,78,1205,44,36,132.0,144.0,0.0
y,78,1208,44,54,84.0,96.0,0.0
y,78,1210,44,54,96.0,108.0,0.0
y,78,1212,44,54,108.0,120.0,0.0
y,78,1214,44,54,120.0,132.0,0.0
y,78,1216,44,54,132.0,144.0,0.0
y,78,1218,44,43,78.0,84.0,0.0
y,78,1219,44,43,84.0,90.0,0.0
y,78,1220,44,43,90.0,96.0,0.0
y,78,1221,44,43,96.0,102.0,0.0
y,78,1222,44,43,102.0,108.0,0.0
y,78,1223,44,43,108.0,114.0,0.0
y,78,1224,44,43,114.0,120.0,1.0
y,78,1225,44,43,120.0,126.0,0.0
y,78,1226,44,43,126.0,132.0,0.0
y,78,1227,44,43,132.0,138.0,0.0
y,78,1228,44,43,138.0,144.0,1.0
y,78,1229,44,43,144.0,150.0,0.0
y,78,1231,9,15,84.0,96.0,0.0
y,78,1233,9,15,96.0,108.0,0.0
y,78,1235,9,15,108.0,120.0,0.0
y,78,1237,9,15,120.0,132.0,0.0
y,78,1239,9,15,132.0,144.0,0.0
y,78,1241,9,5,78.0,84.0,0.0
y,78,1242,9,5,84.0,90.0,0.0
y,78,1243,9,5,90.0,96.0,0.0
y,78,1244,9,5,96.0,102.0,0.0
y,78,1245,9,5,102.0,108.0,0.0
y,78,1246,9,5,108.0,114.0,0.0
y,78,1247,9,5,114.0,120.0,0.0
y,78,1248,9,5,120.0,126.0,0.0
y,78,1249,9,5,126.0,132.0,0.0
y,78,1250,9,5,132.0,138.0,0.0
y,78,1251,9,5,138.0,144.0,0.0
y,78,1252,9,5,144.0,150.0,0.0
y,78,1255,9,10,84.0,96.0,0.0
y,78,1257,9,10,96.0,108.0,0.0
y,78,1259,9,10,108.0,120.0,0.0
y,78,1261,9,10,120.0,132.0,0.0
y,78,1263,9,10,132.0,144.0,0.0
y,78,1265,9,12,78.0,84.0,0.0
y,78,1266,9,12,84.0,90.0,0.0
y,78,1267,9,12,90.0,96.0,0.0
y,78,1268,9,12,96.0,102.0,0.0
y,78,1269,9,12,102.0,108.0,0.0
y,78,1270,9,12,108.0,114.0,0.0
y,78,1271,9,12,114.0,120.0,0.0
y,78,1272,9,12,120.0,126.0,0.0
y,78,1273,9,12,126.0,132.0,0.0
y,78,1274,9,12,132.0,138.0,0.0
y,78,1275,9,12,138.0,144.0,0.0
y,78,1276,9,12,144.0,150.0,0.0
y,78,1278,9,2,84.0,96.0,0.0
y,78,1280,9,2,96.0,108.0,0.0
y,78,1282,9,2,108.0,120.0,0.0
y,78,1284,9,2,120.0,132.0,0.0
y,78,1286,9,2,132.0,144.0,0.0
