method,example,orderid,ordercompleted,orderdist,ordershortestdist,orderdetour,ordertime,ordershortesttime,orderdelay
otd,4,59,1,245.5998838,245.5998838,0.0,14.245203930999999,8.245203931,0.7276957671648883
otd,4,60,1,265.9841254,265.9841254,0.0,15.777156177000002,9.777156177,0.613675376702536
otd,4,61,1,773.9264453000001,714.3689935,0.08337071225362483,64.57227280000001,34.5722728,0.8677474047931268
otd,4,62,1,1219.2692524000001,1041.37434,0.17082705571562293,60.630303352,47.08206564,0.2877579292207111
otd,4,63,1,484.3969467,308.6391246,0.5694606033106925,23.51726875,13.21165365,0.7800397567945629
otd,4,64,1,959.7502327,639.7395193,0.5002203299088889,45.434176667,27.20443652,0.670101736295768
otd,4,65,0,,,,,,
otd,4,66,1,1640.1173842,1582.751299,0.036244535219301086,85.186124456,61.18612446,0.3922457944152
otd,4,67,1,949.97103311,931.3233575,0.020022772391381758,47.94232708,29.94232708,0.6011556801148938
otd,4,68,0,,,,,,
otd,4,69,1,956.3683532,949.4630648,0.007272835201287777,33.20443652,33.20443652,0.0
otd,4,70,1,1558.5961068000001,1501.230021,0.03821272223279104,97.311860141,61.31186014,0.587162090968979
otd,4,71,0,,,,,,
otd,4,72,1,176.1315296,176.1315296,0.0,5.650121864999999,5.650121865,-1.1102230246251565e-16
otd,4,73,1,1558.5961068,1501.230021,0.03821272223279089,81.16200976900001,63.16200977,0.28498143210682714
otd,4,74,1,855.8312169000001,840.6941626,0.018005423343473617,23.94232708,23.94232708,0.0
otd,4,75,1,915.3191413000001,915.3191413,1.2420458897008323e-16,31.467738413,31.46773841,9.533573930298189e-11
otd,4,76,1,559.4924311,559.4924311,0.0,20.877460834000004,20.87746083,1.9159429598403221e-10
otd,4,77,1,255.3379787,255.3379787,0.0,12.86057705,6.86057705,0.8745620020403386
otd,4,78,0,,,,,,
otd,4,79,1,65.96489919,65.96489919,0.0,1.75,1.75,0.0
otd,4,80,0,,,,,,
otd,4,81,1,334.3316596,334.3316596,0.0,8.703897499999997,8.7038975,-4.440892098500626e-16
otd,4,82,0,,,,,,
otd,4,83,0,,,,,,
otd,4,84,0,,,,,,
otd,4,85,1,1746.0369987,1741.804443,0.0024299832952027443,117.069236822,68.83286764,0.7007752377000922
otd,4,86,1,888.6445715,888.3288592,0.000355400251528801,41.650121865,37.53191459,0.10972547816937794
otd,4,87,1,1204.3478438,1144.790392,0.05202476559569155,61.719619166,55.71961917,0.10768199936352874
otd,4,88,1,675.9237505,675.9237505,0.0,55.186124456,31.18612446,0.7695730204239686
otd,4,89,0,,,,,,
otd,4,90,1,444.08859500000005,442.0215432,0.004676359855756592,18.98912993,12.98912993,0.46192470414375175
otd,4,91,0,,,,,,
otd,4,92,1,173.9376961,173.9376961,0.0,5.736752687999999,5.736752688,-1.1102230246251565e-16
otd,4,93,1,486.6101066,427.0554745,0.13945408888558808,28.309536109999996,22.30953611,0.2689432882161349
otd,4,94,1,1149.8863753,1113.223911,0.03293359398565776,53.029069070000006,41.02906907,0.2924755611570595
otd,4,95,1,748.4083551,736.1670054,0.016628495450361297,23.94232708,23.94232708,0.0
otd,4,96,1,748.4083551,736.1670054,0.016628495450361297,23.94232708,23.94232708,0.0
otd,4,97,1,677.9569548000001,677.9541351,4.1591309117333295e-6,25.467738413,25.46773841,1.1779599518035866e-10
otd,4,98,1,498.106854,498.106854,0.0,27.279758924999996,21.27975893,0.2819580811388447
otd,4,99,1,1333.4991206,1292.695144,0.03156504206687106,62.466719451,56.46671945,0.10625727967626775
otd,4,100,0,,,,,,
otd,4,101,1,245.5998838,245.5998838,0.0,14.245203930999999,8.245203931,0.7276957671648883
otd,4,102,0,,,,,,
otd,4,103,1,748.4083551,736.1670054,0.016628495450361297,23.94232708,23.94232708,0.0
otd,4,104,1,959.7502327,639.7395193,0.5002203299088889,51.434176667,27.20443652,0.8906539978943111
otd,4,105,0,,,,,,
otd,4,106,1,451.1163339,451.1163339,0.0,20.245203931,20.24520393,4.939448849938799e-11
otd,4,107,1,1100.0627087999999,855.4680012,0.2859191778732774,45.20443652,39.20443652,0.153043903511765
otd,4,108,1,888.6445715,888.3288592,0.000355400251528801,47.650121865,37.53191459,0.2695894250408397
otd,4,109,0,,,,,,
