varname,currtime,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
y,0,5390,34,34,48.0,54.0,38.00000000000061
y,0,5391,34,34,54.0,60.0,38.00000000000061
y,0,5392,34,34,60.0,66.0,37.00000000000061
y,0,5393,34,34,66.0,72.0,37.00000000000061
y,0,5394,35,35,0.0,6.0,38.0
y,0,5395,35,35,6.0,12.0,38.0
y,0,5396,35,35,12.0,18.0,38.0
y,0,5397,35,35,18.0,24.0,37.99999975321971
y,0,5398,35,35,24.0,30.0,37.99999975321971
y,0,5399,35,35,30.0,36.0,37.99999975321971
y,0,5400,35,35,36.0,42.0,37.999999753219704
y,0,5401,35,35,42.0,48.0,38.00000006639788
y,0,5402,35,35,48.0,54.0,38.99999995403833
y,0,5403,35,35,54.0,60.0,38.99999995403833
y,0,5404,35,35,60.0,66.0,38.99999995403833
y,0,5405,35,35,66.0,72.0,38.99999995403833
y,0,5406,36,36,0.0,6.0,38.0
y,0,5407,36,36,6.0,12.0,38.0
y,0,5408,36,36,12.0,18.0,37.0
y,0,5409,36,36,18.0,24.0,37.0
y,0,5410,36,36,24.0,30.0,36.0
y,0,5411,36,36,30.0,36.0,36.0
y,0,5412,36,36,36.0,42.0,36.0
y,0,5413,36,36,42.0,48.0,36.0
y,0,5414,36,36,48.0,54.0,36.0
y,0,5415,36,36,54.0,60.0,36.0
y,0,5416,36,36,60.0,66.0,37.0
y,0,5417,36,36,66.0,72.0,37.0
y,0,5418,37,37,0.0,6.0,38.0
y,0,5419,37,37,6.0,12.0,38.0
y,0,5420,37,37,12.0,18.0,34.0
y,0,5421,37,37,18.0,24.0,34.0
y,0,5422,37,37,24.0,30.0,35.0
y,0,5423,37,37,30.0,36.0,35.0
y,0,5424,37,37,36.0,42.0,35.0
y,0,5425,37,37,42.0,48.0,35.0
y,0,5426,37,37,48.0,54.0,36.0
y,0,5427,37,37,54.0,60.0,36.0
y,0,5428,37,37,60.0,66.0,36.0
y,0,5429,37,37,66.0,72.0,36.0
y,0,5430,38,38,0.0,6.0,38.0
y,0,5431,38,38,6.0,12.0,38.0
y,0,5432,38,38,12.0,18.0,38.0
y,0,5433,38,38,18.0,24.0,38.0
y,0,5434,38,38,24.0,30.0,38.0
y,0,5435,38,38,30.0,36.0,38.0
y,0,5436,38,38,36.0,42.0,38.0
y,0,5437,38,38,42.0,48.0,38.0
y,0,5438,38,38,48.0,54.0,38.0
y,0,5439,38,38,54.0,60.0,38.0
y,0,5440,38,38,60.0,66.0,38.0
y,0,5441,38,38,66.0,72.0,38.0
y,0,5442,39,39,0.0,6.0,36.99999993258427
y,0,5443,39,39,6.0,12.0,36.99999993258427
y,0,5444,39,39,12.0,18.0,35.999999887640456
y,0,5445,39,39,18.0,24.0,35.999999887640456
y,0,5446,39,39,24.0,30.0,34.999999932584274
y,0,5447,39,39,30.0,36.0,34.999999932584274
y,0,5448,39,39,36.0,42.0,35.999999932584274
y,0,5449,39,39,42.0,48.0,35.999999932584274
y,0,5450,39,39,48.0,54.0,35.999999932584274
y,0,5451,39,39,54.0,60.0,35.99999995505618
y,0,5452,39,39,60.0,66.0,35.99999995505618
y,0,5453,39,39,66.0,72.0,35.99999995505618
y,0,5454,40,40,0.0,6.0,38.0
y,0,5455,40,40,6.0,12.0,38.0
y,0,5456,40,40,12.0,18.0,38.99999995505618
y,0,5457,40,40,18.0,24.0,39.99999993258426
y,0,5458,40,40,24.0,30.0,39.99999999999999
y,0,5459,40,40,30.0,36.0,39.0000000224719
y,0,5460,40,40,36.0,42.0,38.000000089887635
y,0,5461,40,40,42.0,48.0,38.000000089887635
y,0,5462,40,40,48.0,54.0,37.99999999999999
y,0,5463,40,40,54.0,60.0,37.99999999999999
y,0,5464,40,40,60.0,66.0,37.99999999999999
y,0,5465,40,40,66.0,72.0,37.99999999999999
y,0,5466,41,41,0.0,6.0,37.0
y,0,5467,41,41,6.0,12.0,37.0
y,0,5468,41,41,12.0,18.0,37.0
y,0,5469,41,41,18.0,24.0,37.0
y,0,5470,41,41,24.0,30.0,37.0
y,0,5471,41,41,30.0,36.0,37.0
y,0,5472,41,41,36.0,42.0,37.0
y,0,5473,41,41,42.0,48.0,37.0
y,0,5474,41,41,48.0,54.0,37.0
y,0,5475,41,41,54.0,60.0,37.0
y,0,5476,41,41,60.0,66.0,37.0
y,0,5477,41,41,66.0,72.0,37.0
y,0,5478,42,42,0.0,6.0,37.0
y,0,5479,42,42,6.0,12.0,37.0
y,0,5480,42,42,12.0,18.0,37.0
y,0,5481,42,42,18.0,24.0,37.0
y,0,5482,42,42,24.0,30.0,37.0
y,0,5483,42,42,30.0,36.0,37.0
y,0,5484,42,42,36.0,42.0,37.0
y,0,5485,42,42,42.0,48.0,37.0
y,0,5486,42,42,48.0,54.0,35.0
y,0,5487,42,42,54.0,60.0,35.0
y,0,5488,42,42,60.0,66.0,35.0
y,0,5489,42,42,66.0,72.0,35.0
y,0,5490,43,43,0.0,6.0,37.00000004494382
y,0,5491,43,43,6.0,12.0,36.000000044943164
y,0,5492,43,43,12.0,18.0,36.000000044943164
y,0,5493,43,43,18.0,24.0,36.000000044943164
y,0,5494,43,43,24.0,30.0,36.000000044943164
y,0,5495,43,43,30.0,36.0,36.000000044943164
y,0,5496,43,43,36.0,42.0,36.000000044943164
y,0,5497,43,43,42.0,48.0,36.000000044943164
y,0,5498,43,43,48.0,54.0,36.000000044943164
y,0,5499,43,43,54.0,60.0,36.000000044943164
y,0,5500,43,43,60.0,66.0,36.000000044943164
y,0,5501,43,43,66.0,72.0,36.000000044943164
y,0,5502,44,44,0.0,6.0,38.0
y,0,5503,44,44,6.0,12.0,38.000000000000654
y,0,5504,44,44,12.0,18.0,38.000000000000654
y,0,5505,44,44,18.0,24.0,39.000000000000654
y,0,5506,44,44,24.0,30.0,39.000000000000654
y,0,5507,44,44,30.0,36.0,39.000000000000654
y,0,5508,44,44,36.0,42.0,38.000000000000654
y,0,5509,44,44,42.0,48.0,38.000000000000654
y,0,5510,44,44,48.0,54.0,38.000000000000654
y,0,5511,44,44,54.0,60.0,38.000000000000654
y,0,5512,44,44,60.0,66.0,38.000000000000654
y,0,5513,44,44,66.0,72.0,38.000000000000654
y,0,5514,45,45,0.0,6.0,38.0
y,0,5515,45,45,6.0,12.0,38.0
y,0,5516,45,45,12.0,18.0,35.0
y,0,5517,45,45,18.0,24.0,35.0
y,0,5518,45,45,24.0,30.0,34.0
y,0,5519,45,45,30.0,36.0,34.0
y,0,5520,45,45,36.0,42.0,32.0
y,0,5521,45,45,42.0,48.0,32.0
y,0,5522,45,45,48.0,54.0,33.0
y,0,5523,45,45,54.0,60.0,33.0
y,0,5524,45,45,60.0,66.0,33.0
y,0,5525,45,45,66.0,72.0,33.0
y,0,5526,46,46,0.0,6.0,38.0
y,0,5527,46,46,6.0,12.0,38.0
y,0,5528,46,46,12.0,18.0,36.0
y,0,5529,46,46,18.0,24.0,36.0
y,0,5530,46,46,24.0,30.0,38.0
y,0,5531,46,46,30.0,36.0,38.0
y,0,5532,46,46,36.0,42.0,36.0
y,0,5533,46,46,42.0,48.0,36.0
y,0,5534,46,46,48.0,54.0,38.0
y,0,5535,46,46,54.0,60.0,38.0
y,0,5536,46,46,60.0,66.0,38.0
y,0,5537,46,46,66.0,72.0,38.0
y,0,5538,47,47,0.0,6.0,37.0
y,0,5539,47,47,6.0,12.0,37.0
y,0,5540,47,47,12.0,18.0,38.0
y,0,5541,47,47,18.0,24.0,38.0
y,0,5542,47,47,24.0,30.0,35.00000004494382
y,0,5543,47,47,30.0,36.0,35.00000004494382
y,0,5544,47,47,36.0,42.0,35.00000004494382
y,0,5545,47,47,42.0,48.0,36.00000004494382
y,0,5546,47,47,48.0,54.0,36.00000004494382
y,0,5547,47,47,54.0,60.0,36.00000004494382
y,0,5548,47,47,60.0,66.0,36.00000004494382
y,0,5549,47,47,66.0,72.0,36.00000004494382
y,0,5550,48,48,0.0,6.0,38.0
y,0,5551,48,48,6.0,12.0,38.0
y,0,5552,48,48,12.0,18.0,38.0
y,0,5553,48,48,18.0,24.0,38.0
y,0,5554,48,48,24.0,30.0,39.0
y,0,5555,48,48,30.0,36.0,37.0
y,0,5556,48,48,36.0,42.0,37.0
y,0,5557,48,48,42.0,48.0,37.0
y,0,5558,48,48,48.0,54.0,37.0
y,0,5559,48,48,54.0,60.0,37.0
y,0,5560,48,48,60.0,66.0,38.0
y,0,5561,48,48,66.0,72.0,38.0
y,0,5562,49,49,0.0,6.0,37.0
y,0,5563,49,49,6.0,12.0,35.0
y,0,5564,49,49,12.0,18.0,35.0
y,0,5565,49,49,18.0,24.0,35.0
y,0,5566,49,49,24.0,30.0,35.0
y,0,5567,49,49,30.0,36.0,35.0
y,0,5568,49,49,36.0,42.0,37.0
y,0,5569,49,49,42.0,48.0,37.0
y,0,5570,49,49,48.0,54.0,37.0
y,0,5571,49,49,54.0,60.0,37.0
y,0,5572,49,49,60.0,66.0,37.0
y,0,5573,49,49,66.0,72.0,37.0
y,0,5574,50,50,0.0,6.0,37.0
y,0,5575,50,50,6.0,12.0,37.0
y,0,5576,50,50,12.0,18.0,36.0
y,0,5577,50,50,18.0,24.0,36.0
y,0,5578,50,50,24.0,30.0,36.0
y,0,5579,50,50,30.0,36.0,36.0
y,0,5580,50,50,36.0,42.0,37.0
y,0,5581,50,50,42.0,48.0,37.0
y,0,5582,50,50,48.0,54.0,36.0
y,0,5583,50,50,54.0,60.0,36.0
y,0,5584,50,50,60.0,66.0,36.0
y,0,5585,50,50,66.0,72.0,36.0
y,0,5586,51,51,0.0,6.0,38.0
y,0,5587,51,51,6.0,12.0,38.0
y,0,5588,51,51,12.0,18.0,35.0
y,0,5589,51,51,18.0,24.0,35.0
y,0,5590,51,51,24.0,30.0,35.0
y,0,5591,51,51,30.0,36.0,35.0
y,0,5592,51,51,36.0,42.0,33.0
y,0,5593,51,51,42.0,48.0,33.0
y,0,5594,51,51,48.0,54.0,34.0
y,0,5595,51,51,54.0,60.0,34.0
y,0,5596,51,51,60.0,66.0,35.0
y,0,5597,51,51,66.0,72.0,35.0
y,0,5598,52,52,0.0,6.0,38.0
y,0,5599,52,52,6.0,12.0,38.0
y,0,5600,52,52,12.0,18.0,39.0
y,0,5601,52,52,18.0,24.0,39.0
y,0,5602,52,52,24.0,30.0,38.0
y,0,5603,52,52,30.0,36.0,38.0
y,0,5604,52,52,36.0,42.0,38.0
y,0,5605,52,52,42.0,48.0,38.0
y,0,5606,52,52,48.0,54.0,35.0
y,0,5607,52,52,54.0,60.0,35.0
y,0,5608,52,52,60.0,66.0,34.0
y,0,5609,52,52,66.0,72.0,34.0
y,0,5610,53,53,0.0,6.0,38.0
y,0,5611,53,53,6.0,12.0,38.00000000000003
y,0,5612,53,53,12.0,18.0,38.00000000000003
y,0,5613,53,53,18.0,24.0,38.00000000000003
y,0,5614,53,53,24.0,30.0,36.00000000000003
y,0,5615,53,53,30.0,36.0,36.00000000000003
y,0,5616,53,53,36.0,42.0,36.00000000000003
y,0,5617,53,53,42.0,48.0,36.00000000000003
y,0,5618,53,53,48.0,54.0,37.00000000000003
y,0,5619,53,53,54.0,60.0,37.00000000000003
y,0,5620,53,53,60.0,66.0,38.00000000000003
y,0,5621,53,53,66.0,72.0,38.00000000000003
y,0,5622,54,54,0.0,6.0,37.0
y,0,5623,54,54,6.0,12.0,37.0
y,0,5624,54,54,12.0,18.0,36.99999999999999
y,0,5625,54,54,18.0,24.0,36.99999999999999
y,0,5626,54,54,24.0,30.0,36.99999999999999
y,0,5627,54,54,30.0,36.0,36.000000089887635
y,0,5628,54,54,36.0,42.0,37.00000004494382
y,0,5629,54,54,42.0,48.0,37.00000002247191
y,0,5630,54,54,48.0,54.0,38.0
y,0,5631,54,54,54.0,60.0,37.0
y,0,5632,54,54,60.0,66.0,38.0
y,0,5633,54,54,66.0,72.0,38.0
y,0,5634,55,55,0.0,6.0,38.0
y,0,5635,55,55,6.0,12.0,38.0
y,0,5636,55,55,12.0,18.0,36.0
y,0,5637,55,55,18.0,24.0,36.0
y,0,5638,55,55,24.0,30.0,34.0
y,0,5639,55,55,30.0,36.0,34.0
y,0,5640,55,55,36.0,42.0,36.0
y,0,5641,55,55,42.0,48.0,36.0
y,0,5642,55,55,48.0,54.0,36.0
y,0,5643,55,55,54.0,60.0,36.0
y,0,5644,55,55,60.0,66.0,36.0
y,0,5645,55,55,66.0,72.0,36.0
y,0,5646,56,56,0.0,6.0,35.0
y,0,5647,56,56,6.0,12.0,35.0
y,0,5648,56,56,12.0,18.0,34.0
y,0,5649,56,56,18.0,24.0,35.0
y,0,5650,56,56,24.0,30.0,35.0
y,0,5651,56,56,30.0,36.0,35.0
y,0,5652,56,56,36.0,42.0,33.0
y,0,5653,56,56,42.0,48.0,33.0
y,0,5654,56,56,48.0,54.0,35.0
y,0,5655,56,56,54.0,60.0,35.0
y,0,5656,56,56,60.0,66.0,35.0
y,0,5657,56,56,66.0,72.0,35.0
y,0,5658,57,57,0.0,6.0,37.0
y,0,5659,57,57,6.0,12.0,37.0
y,0,5660,57,57,12.0,18.0,37.00000000000007
y,0,5661,57,57,18.0,24.0,37.00000000000007
y,0,5662,57,57,24.0,30.0,37.00000000000022
y,0,5663,57,57,30.0,36.0,37.00000000000022
y,0,5664,57,57,36.0,42.0,37.0
y,0,5665,57,57,42.0,48.0,37.0
y,0,5666,57,57,48.0,54.0,37.0
y,0,5667,57,57,54.0,60.0,37.0
y,0,5668,57,57,60.0,66.0,37.0
y,0,5669,57,57,66.0,72.0,37.0
y,0,5670,58,58,0.0,6.0,38.0
y,0,5671,58,58,6.0,12.0,38.0
y,0,5672,58,58,12.0,18.0,38.0
y,0,5673,58,58,18.0,24.0,38.0
y,0,5674,58,58,24.0,30.0,38.0
y,0,5675,58,58,30.0,36.0,38.0
y,0,5676,58,58,36.0,42.0,38.0
y,0,5677,58,58,42.0,48.0,38.0
y,0,5678,58,58,48.0,54.0,38.0
y,0,5679,58,58,54.0,60.0,38.0
y,0,5680,58,58,60.0,66.0,38.0
y,0,5681,58,58,66.0,72.0,38.0
y,0,5682,59,59,0.0,6.0,38.0
y,0,5683,59,59,6.0,12.0,38.0
y,0,5684,59,59,12.0,18.0,37.99999999999994
y,0,5685,59,59,18.0,24.0,37.99999999999994
y,0,5686,59,59,24.0,30.0,38.00000000000009
y,0,5687,59,59,30.0,36.0,38.00000000000009
y,0,5688,59,59,36.0,42.0,38.00000000000009
y,0,5689,59,59,42.0,48.0,38.00000000000009
y,0,5690,59,59,48.0,54.0,38.0000000000001
y,0,5691,59,59,54.0,60.0,38.0000000000001
y,0,5692,59,59,60.0,66.0,38.0000000000001
y,0,5693,59,59,66.0,72.0,38.0000000000001
y,0,5694,60,60,0.0,6.0,34.000000044290445
y,0,5695,60,60,6.0,12.0,34.00000004494382
y,0,5696,60,60,12.0,18.0,35.00000002247191
y,0,5697,60,60,18.0,24.0,35.00000002247191
y,0,5698,60,60,24.0,30.0,32.99999999999999
y,0,5699,60,60,30.0,36.0,31.999999999999993
y,0,5700,60,60,36.0,42.0,35.99999986516853
y,0,5701,60,60,42.0,48.0,33.99999991011235
y,0,5702,60,60,48.0,54.0,33.99999993258426
y,0,5703,60,60,54.0,60.0,33.99999993258426
y,0,5704,60,60,60.0,66.0,34.99999999999999
y,0,5705,60,60,66.0,72.0,35.99999999999999
y,0,5706,61,61,0.0,6.0,38.0
y,0,5707,61,61,6.0,12.0,37.000000000000135
y,0,5708,61,61,12.0,18.0,37.000000000000135
y,0,5709,61,61,18.0,24.0,37.000000000000135
y,0,5710,61,61,24.0,30.0,37.000000000000135
y,0,5711,61,61,30.0,36.0,37.000000000000135
y,0,5712,61,61,36.0,42.0,38.0
y,0,5713,61,61,42.0,48.0,38.0
y,0,5714,61,61,48.0,54.0,38.0
y,0,5715,61,61,54.0,60.0,38.0
y,0,5716,61,61,60.0,66.0,38.0
y,0,5717,61,61,66.0,72.0,38.0
y,0,5718,62,62,0.0,6.0,38.0
y,0,5719,62,62,6.0,12.0,38.0
y,0,5720,62,62,12.0,18.0,37.99999999999994
y,0,5721,62,62,18.0,24.0,37.99999999999994
y,0,5722,62,62,24.0,30.0,38.99999999999994
y,0,5723,62,62,30.0,36.0,38.99999999999994
y,0,5724,62,62,36.0,42.0,37.99999999999994
y,0,5725,62,62,42.0,48.0,37.99999999999994
y,0,5726,62,62,48.0,54.0,37.99999999999994
y,0,5727,62,62,54.0,60.0,37.99999999999994
y,0,5728,62,62,60.0,66.0,37.99999999999994
y,0,5729,62,62,66.0,72.0,37.99999999999994
y,0,5730,63,63,0.0,6.0,38.0
y,0,5731,63,63,6.0,12.0,38.0
y,0,5732,63,63,12.0,18.0,38.0
y,0,5733,63,63,18.0,24.0,38.0
y,0,5734,63,63,24.0,30.0,38.0
y,0,5735,63,63,30.0,36.0,38.0
y,0,5736,63,63,36.0,42.0,38.0
y,0,5737,63,63,42.0,48.0,38.0
y,0,5738,63,63,48.0,54.0,38.0
y,0,5739,63,63,54.0,60.0,38.0
y,0,5740,63,63,60.0,66.0,38.0
y,0,5741,63,63,66.0,72.0,38.0
y,0,5742,64,64,0.0,6.0,35.0
y,0,5743,64,64,6.0,12.0,35.0
y,0,5744,64,64,12.0,18.0,35.0
y,0,5745,64,64,18.0,24.0,35.0
y,0,5746,64,64,24.0,30.0,35.0
y,0,5747,64,64,30.0,36.0,35.0
y,0,5748,64,64,36.0,42.0,37.0
y,0,5749,64,64,42.0,48.0,37.0
y,0,5750,64,64,48.0,54.0,37.0
y,0,5751,64,64,54.0,60.0,37.0
y,0,5752,64,64,60.0,66.0,37.0
y,0,5753,64,64,66.0,72.0,37.0
y,0,5754,65,65,0.0,6.0,38.0
y,0,5755,65,65,6.0,12.0,38.0
y,0,5756,65,65,12.0,18.0,38.0
y,0,5757,65,65,18.0,24.0,38.0
y,0,5758,65,65,24.0,30.0,38.0
y,0,5759,65,65,30.0,36.0,38.0
y,0,5760,65,65,36.0,42.0,38.0
y,0,5761,65,65,42.0,48.0,38.0
y,0,5762,65,65,48.0,54.0,38.0
y,0,5763,65,65,54.0,60.0,38.0
y,0,5764,65,65,60.0,66.0,36.0
y,0,5765,65,65,66.0,72.0,36.0
y,0,5766,66,66,0.0,6.0,38.0
y,0,5767,66,66,6.0,12.0,38.0
y,0,5768,66,66,12.0,18.0,38.0
y,0,5769,66,66,18.0,24.0,38.0
y,0,5770,66,66,24.0,30.0,38.0
y,0,5771,66,66,30.0,36.0,38.0
y,0,5772,66,66,36.0,42.0,38.0
y,0,5773,66,66,42.0,48.0,38.0
y,0,5774,66,66,48.0,54.0,38.0
y,0,5775,66,66,54.0,60.0,38.0
y,0,5776,66,66,60.0,66.0,38.0
y,0,5777,66,66,66.0,72.0,38.0
